word;image;image_html;english;spanish;portuguese;french;french_audio;french_audio_html;chinese_simplified;chinese_pinyin;chinese_jyutping;hindi;arabic;russian;bengali;japanese
seven;vocab-seven.jpg;"<img src=""vocab-seven.jpg"">";seven;siete;sete;sept;vocab-french-sept.mp3;[sound:vocab-french-sept.mp3];七;qī;cāt;सात;سبعة;семь;সাত;セブン
seventeen;vocab-seventeen.jpg;"<img src=""vocab-seventeen.jpg"">";seventeen;diecisiete;dezessete;dix-sept;vocab-french-dix-sept.mp3;[sound:vocab-french-dix-sept.mp3];十七;shíqī;sapcāt;सत्रह;سبعة عشر;семнадцать;সতের;17
seventy;vocab-seventy.jpg;"<img src=""vocab-seventy.jpg"">";seventy;setenta;setenta;soixante-dix;vocab-french-soixante-dix.mp3;[sound:vocab-french-soixante-dix.mp3];七十;qīshí;cātsap;सत्तर;سبعون;семьдесят;সত্তর;70
sex (action);vocab-sex (action).jpg;"<img src=""vocab-sex (action).jpg"">";sex;sexo;sexo;sexe;vocab-french-sexe.mp3;[sound:vocab-french-sexe.mp3];性别;xìngbié;sîngbit;लिंग;جنس;секс;লিঙ্গ;性別
sex (male-female);vocab-sex (male-female).jpg;"<img src=""vocab-sex (male-female).jpg"">";sex;sexo;sexo;sexe;vocab-french-sexe.mp3;[sound:vocab-french-sexe.mp3];性别;xìngbié;sîngbit;लिंग;جنس;секс;লিঙ্গ;性別
shake;vocab-shake.jpg;"<img src=""vocab-shake.jpg"">";shake;sacudir;sacudir;secouer;vocab-french-secouer.mp3;[sound:vocab-french-secouer.mp3];摇;yáo;jìu;शेक;هزة;сотрясения;ঝাঁকি;シェイク
shallow;vocab-shallow.jpg;"<img src=""vocab-shallow.jpg"">";shallow;superficial;raso;peu profond;vocab-french-peu profond.mp3;[sound:vocab-french-peu profond.mp3];浅的;qiǎn de;cín dīk;उथला;أجوف;мелкий;অগভীর;浅い
she;vocab-she.jpg;"<img src=""vocab-she.jpg"">";she;ella;ela;elle;vocab-french-elle.mp3;[sound:vocab-french-elle.mp3];她;tā;tāa;वह;هي;она;সে;彼女
ship;vocab-ship.jpg;"<img src=""vocab-ship.jpg"">";ship;embarcacion;navio;bateau;vocab-french-bateau.mp3;[sound:vocab-french-bateau.mp3];船;chuán;syùn;समुंद्री जहाज;سفينة;корабль;জাহাজ;船
shirt;vocab-shirt.jpg;"<img src=""vocab-shirt.jpg"">";shirt;camisa;camisa;chemise;vocab-french-chemise.mp3;[sound:vocab-french-chemise.mp3];衬衫;chènshān;cânsāam;कमीज;قميص;рубашка;শার্ট;シャツ
shoes;vocab-shoes.jpg;"<img src=""vocab-shoes.jpg"">";shoes;zapatos;sapatos;chaussures;vocab-french-chaussures.mp3;[sound:vocab-french-chaussures.mp3];鞋;xié;hàai;जूते;أحذية;туфли;জুতা;靴
shoot;vocab-shoot.jpg;"<img src=""vocab-shoot.jpg"">";shoot;disparar;atirar;tirer;vocab-french-tirer.mp3;[sound:vocab-french-tirer.mp3];射击;shèjī;segīk;गोली मार;أطلق النار;стрелять;অঙ্কুর;シュート
short (length);vocab-short (length).jpg;"<img src=""vocab-short (length).jpg"">";short;corto;curto;court;vocab-french-court.mp3;[sound:vocab-french-court.mp3];短的;duǎn de;dyún dīk;कम;قصيرة;короткая;সংক্ষিপ্ত;ショート
short (stature);vocab-short (stature).jpg;"<img src=""vocab-short (stature).jpg"">";short;bajo;baixo;petit;vocab-french-petit.mp3;[sound:vocab-french-petit.mp3];低的;dī de;dāi dīk;कम;قليل;низкий;কম;低いです
shoulder;vocab-shoulder.jpg;"<img src=""vocab-shoulder.jpg"">";shoulder;hombro;ombro;épaule;vocab-french-épaule.mp3;[sound:vocab-french-épaule.mp3];肩膀;jiānbǎng;gīnbóng;कंधा;كتف;плечо;অংস;ショルダー
sick;vocab-sick.jpg;"<img src=""vocab-sick.jpg"">";sick;enfermo;doente;malade;vocab-french-malade.mp3;[sound:vocab-french-malade.mp3];生病的;shēngbìng de;sāangbeng dīk;बीमार;مرض;больной;অসুস্থ;病気
side;vocab-side.jpg;"<img src=""vocab-side.jpg"">";side;lado;lateral;côté;vocab-french-côté.mp3;[sound:vocab-french-côté.mp3];边;biān;bīn;पक्ष;الجانب;сторона;পাশ;側
sign (indication);vocab-sign (indication).jpg;"<img src=""vocab-sign (indication).jpg"">";sign;signo;placa;panneau;vocab-french-panneau.mp3;[sound:vocab-french-panneau.mp3];标志;biāozhì;bīuzî;संकेत;إشارة;знак;চিহ্ন;符号
sign (write);vocab-sign (write).jpg;"<img src=""vocab-sign (write).jpg"">";sign;firmar;placa;signer;vocab-french-signer.mp3;[sound:vocab-french-signer.mp3];标志;biāozhì;bīuzî;संकेत;إشارة;знак;চিহ্ন;符号
silver;vocab-silver.jpg;"<img src=""vocab-silver.jpg"">";silver;plata;prata;argent;vocab-french-argent.mp3;[sound:vocab-french-argent.mp3];银;yín;ngàn;चांदी;فضة;серебро;রূপা;銀
sing;vocab-sing.jpg;"<img src=""vocab-sing.jpg"">";sing;cantar;cantar;chanter;vocab-french-chanter.mp3;[sound:vocab-french-chanter.mp3];唱歌;chànggē;côenggō;गाओ;ليغني;петь;Sing;歌う
sister;vocab-sister.jpg;"<img src=""vocab-sister.jpg"">";sister;hermana;irmã;sœur;vocab-french-sœur.mp3;[sound:vocab-french-sœur.mp3];姐姐;jiějie;zézé;बहन;أخت;сестра;বোন;シスター
sit;vocab-sit.jpg;"<img src=""vocab-sit.jpg"">";sit;sentar;sentar;s'asseoir;vocab-french-s'asseoir.mp3;[sound:vocab-french-s'asseoir.mp3];坐;zuò;zo;बैठिये;تجلس;сидеть;বসা;座る
six;vocab-six.jpg;"<img src=""vocab-six.jpg"">";six;seis;seis;six;vocab-french-six.mp3;[sound:vocab-french-six.mp3];六;liù;luk;छह;ستة;шесть;ছয়;六
sixteen;vocab-sixteen.jpg;"<img src=""vocab-sixteen.jpg"">";sixteen;dieciséis;dezesseis;seize;vocab-french-seize.mp3;[sound:vocab-french-seize.mp3];十六;shíliù;sapluk;सोलह;السادس عشر;шестнадцать;ষোল;16
sixty;vocab-sixty.jpg;"<img src=""vocab-sixty.jpg"">";sixty;sesenta;sessenta;soixante;vocab-french-soixante.mp3;[sound:vocab-french-soixante.mp3];六十;liùshí;luksap;साठ;ستون;шестьдесят;ষাট;六十
skin;vocab-skin.jpg;"<img src=""vocab-skin.jpg"">";skin;piel;pele;peau;vocab-french-peau.mp3;[sound:vocab-french-peau.mp3];皮肤;pífū;pèifū;त्वचा;بشرة;кожа;চামড়া;肌
skirt;vocab-skirt.jpg;"<img src=""vocab-skirt.jpg"">";skirt;falda;saia;jupe;vocab-french-jupe.mp3;[sound:vocab-french-jupe.mp3];短裙;duǎnqún;dyúnkwàn;स्कर्ट;تنورة;юбка;স্কার্ট;スカート
sky;vocab-sky.jpg;"<img src=""vocab-sky.jpg"">";sky;cielo;céu;ciel;vocab-french-ciel.mp3;[sound:vocab-french-ciel.mp3];天空;tiānkōng;tīnhūng;आकाश;سماء;небо;আকাশ;空
sleep;vocab-sleep.jpg;"<img src=""vocab-sleep.jpg"">";sleep;dormir;dorme;dormir;vocab-french-dormir.mp3;[sound:vocab-french-dormir.mp3];睡觉;shuìjiào;seoigâau;नींद;نايم;спать;ঘুম;睡眠
slow;vocab-slow.jpg;"<img src=""vocab-slow.jpg"">";slow;lento;lento;lent;vocab-french-lent.mp3;[sound:vocab-french-lent.mp3];慢;màn;maan;धीरे;بطيء;медленный;ধীর;スロー
small;vocab-small.jpg;"<img src=""vocab-small.jpg"">";small;pequeño;pequeno;petit;vocab-french-petit.mp3;[sound:vocab-french-petit.mp3];小的;xiǎo de;síu dīk;छोटा;صغير;маленький;ছোট;小さい
smell;vocab-smell.jpg;"<img src=""vocab-smell.jpg"">";smell;oler;cheiro;sentir;vocab-french-sentir.mp3;[sound:vocab-french-sentir.mp3];闻;wén;màn;गंध;يشم;запах;গন্ধ;香り
smile;vocab-smile.jpg;"<img src=""vocab-smile.jpg"">";smile;sonrisa;sorrir;sourire;vocab-french-sourire.mp3;[sound:vocab-french-sourire.mp3];微笑;wēixiào;mèisîu;मुस्कुराओ;ابتسامة;улыбка;হাসা;スマイル
snow;vocab-snow.jpg;"<img src=""vocab-snow.jpg"">";snow;nieve;neve;neiger;vocab-french-neiger.mp3;[sound:vocab-french-neiger.mp3];雪;xuě;syût;हिमपात;ثلج;снег;তুষার;雪
soap;vocab-soap.jpg;"<img src=""vocab-soap.jpg"">";soap;jabón;sabão;savon;vocab-french-savon.mp3;[sound:vocab-french-savon.mp3];肥皂;féizào;fèizou;साबुन;صابون;мыло;সাবান;石鹸
soft;vocab-soft.jpg;"<img src=""vocab-soft.jpg"">";soft;suave;suave;doux;vocab-french-doux.mp3;[sound:vocab-french-doux.mp3];柔软的;róuruǎn de;jàujyǔn dīk;मुलायम;لين;мягкий;নরম;柔らかい
soil;vocab-soil.jpg;"<img src=""vocab-soil.jpg"">";soil;tierra;terra;terre;vocab-french-terre.mp3;[sound:vocab-french-terre.mp3];土壤;tǔrǎng;tóujoeng;धरती;أرض;земной шар;পৃথিবী;地球
soldier;vocab-soldier.jpg;"<img src=""vocab-soldier.jpg"">";soldier;soldado;soldado;soldat;vocab-french-soldat.mp3;[sound:vocab-french-soldat.mp3];士兵;shìbīng;sibīng;फोजी;جندي;солдат;সৈনিক;兵士
son;vocab-son.jpg;"<img src=""vocab-son.jpg"">";son;hijo;filho;fils;vocab-french-fils.mp3;[sound:vocab-french-fils.mp3];儿子;érzi;jìzí;बेटा;ابن;сын;পুত্র;息子
song;vocab-song.jpg;"<img src=""vocab-song.jpg"">";song;canción;música;chanson;vocab-french-chanson.mp3;[sound:vocab-french-chanson.mp3];歌曲;gēqǔ;gōkūk;गीत;أغنية;песня;গান;歌
sound;vocab-sound.jpg;"<img src=""vocab-sound.jpg"">";sound;sonido;som;sonner;vocab-french-sonner.mp3;[sound:vocab-french-sonner.mp3];声音;shēngyīn;sīngjām;ध्वनि;يبدو;звук;শব্দ;音
soup;vocab-soup.jpg;"<img src=""vocab-soup.jpg"">";soup;sopa;sopa;soupe;vocab-french-soupe.mp3;[sound:vocab-french-soupe.mp3];汤;tāng;tōng;सूप;حساء;суп;সুপ;スープ
south;vocab-south.jpg;"<img src=""vocab-south.jpg"">";south;sur;sul;sud;vocab-french-sud.mp3;[sound:vocab-french-sud.mp3];南;nán;nàam;दक्षिण;جنوب;юг;দক্ষিণ;南
space;vocab-space.jpg;"<img src=""vocab-space.jpg"">";space;espacio;espaço;espacer;vocab-french-espacer.mp3;[sound:vocab-french-espacer.mp3];空间;kōngjiān;hūnggāan;अंतरिक्ष;الفراغ;космос;স্থান;スペース
speak;vocab-speak.jpg;"<img src=""vocab-speak.jpg"">";speak;hablar;falar;parler;vocab-french-parler.mp3;[sound:vocab-french-parler.mp3];说话;shuōhuà;syûtwaa;बोले;تحدث;разговаривать;কথা বলা;話す
spoon;vocab-spoon.jpg;"<img src=""vocab-spoon.jpg"">";spoon;cuchara;colher;cuillère;vocab-french-cuillère.mp3;[sound:vocab-french-cuillère.mp3];勺子;sháozi;sôekzí;चम्मच;ملعقة;ложка;চামচ;スプーン
sport;vocab-sport.jpg;"<img src=""vocab-sport.jpg"">";sport;deporte;esporte;sport;vocab-french-sport.mp3;[sound:vocab-french-sport.mp3];运动;yùndòng;wandung;खेल;رياضة;спорт;খেলা;スポーツ
spring;vocab-spring.jpg;"<img src=""vocab-spring.jpg"">";spring;primavera;primavera;printemps;vocab-french-printemps.mp3;[sound:vocab-french-printemps.mp3];春天;chūntiān;cēontīn;बहार ह;الخريف;весна;বসন্ত;春
square;vocab-square.jpg;"<img src=""vocab-square.jpg"">";square;cuadrado;quadrado;carré;vocab-french-carré.mp3;[sound:vocab-french-carré.mp3];正方形;zhèngfāngxíng;zîngfōngjìng;वर्ग;ميدان;квадрат;বর্গক্ষেত্র;平方
stain;vocab-stain.jpg;"<img src=""vocab-stain.jpg"">";stain;manchar;mancha;tache;vocab-french-tache.mp3;[sound:vocab-french-tache.mp3];弄脏;nòngzāng;lungzōng;दाग;وصمة;пятно;দাগ;染色
stand;vocab-stand.jpg;"<img src=""vocab-stand.jpg"">";stand;estar de pie;ficar de pé;se lever;vocab-french-se lever.mp3;[sound:vocab-french-se lever.mp3];站立;zhànlì;zaamlaap;खड़ा;يفهم;стоять;থাকা;スタンド
star;vocab-star.jpg;"<img src=""vocab-star.jpg"">";star;estrella;estrela;étoile;vocab-french-étoile.mp3;[sound:vocab-french-étoile.mp3];星星;xīngxing;sīngsīng;तारा;نجمة;звезда;তারকা;星
stone;vocab-stone.jpg;"<img src=""vocab-stone.jpg"">";stone;piedra;pedra;calcul;vocab-french-calcul.mp3;[sound:vocab-french-calcul.mp3];石头;shítou;sektàu;पत्थर;حصاة;камень;পাথর;結石
stop;vocab-stop.jpg;"<img src=""vocab-stop.jpg"">";stop;detener;pare;arrêter;vocab-french-arrêter.mp3;[sound:vocab-french-arrêter.mp3];停止;tíngzhǐ;tìngzí;रुकें;قف;остановка;স্টপ;やめる
store;vocab-store.jpg;"<img src=""vocab-store.jpg"">";store;tienda;armazenar;boutique;vocab-french-boutique.mp3;[sound:vocab-french-boutique.mp3];店铺;diànpù;dîmpôu;दुकान;محل;хранить;দোকান;お店
straight;vocab-straight.jpg;"<img src=""vocab-straight.jpg"">";straight;derecho;reto;droit;vocab-french-droit.mp3;[sound:vocab-french-droit.mp3];直的;zhí de;zik dīk;सीधे;مستقيم;неизогнутый;সোজা;まっすぐな
street;vocab-street.jpg;"<img src=""vocab-street.jpg"">";street;calle;rua;rue;vocab-french-rue.mp3;[sound:vocab-french-rue.mp3];街道;jiēdào;gāaidou;सड़क;شارع;улица;রাস্তা;通り
strong;vocab-strong.jpg;"<img src=""vocab-strong.jpg"">";strong;fuerte;forte;fort;vocab-french-fort.mp3;[sound:vocab-french-fort.mp3];强的;qiáng de;kòeng dīk;बलवान;قوي;сильный;শক্তিশালী;強い
student;vocab-student.jpg;"<img src=""vocab-student.jpg"">";student;estudiante;aluna;étudiant;vocab-french-étudiant.mp3;[sound:vocab-french-étudiant.mp3];学生;xuésheng;hoksāng;छात्र;طالب علم;ученик;ছাত্র;学生
sugar;vocab-sugar.jpg;"<img src=""vocab-sugar.jpg"">";sugar;azúcar;açúcar;sucre;vocab-french-sucre.mp3;[sound:vocab-french-sucre.mp3];糖;táng;tòng;चीनी;السكر;сахар;চিনি;シュガー
suit;vocab-suit.jpg;"<img src=""vocab-suit.jpg"">";suit;traje;traje;costume;vocab-french-costume.mp3;[sound:vocab-french-costume.mp3];套装;tàozhuāng;tôuzōng;सूट;تناسب;подходить;মামলা;スーツ
summer;vocab-summer.jpg;"<img src=""vocab-summer.jpg"">";summer;verano;verão;été;vocab-french-été.mp3;[sound:vocab-french-été.mp3];夏天;xiàtiān;haatīn;गर्मी;الصيف;летом;গ্রীষ্ম;夏
sun;vocab-sun.jpg;"<img src=""vocab-sun.jpg"">";sun;sol;sol;soleil;vocab-french-soleil.mp3;[sound:vocab-french-soleil.mp3];太阳;tàiyáng;tâaijòeng;रवि;شمس;солнце;সূর্য;太陽
Sunday;vocab-Sunday.jpg;"<img src=""vocab-Sunday.jpg"">";Sunday;domingo;domingo;dimanche;vocab-french-dimanche.mp3;[sound:vocab-french-dimanche.mp3];星期日;xīngqīrì;sīngkèijat;रविवार;الأحد;воскресенье;রবিবার;日曜日
sweat;vocab-sweat.jpg;"<img src=""vocab-sweat.jpg"">";sweat;sudor;suor;transpiration;vocab-french-transpiration.mp3;[sound:vocab-french-transpiration.mp3];汗;hán;hòn;पसीना;عرق;пот;ঘাম;汗
swim;vocab-swim.jpg;"<img src=""vocab-swim.jpg"">";swim;nadar;nadar;nager;vocab-french-nager.mp3;[sound:vocab-french-nager.mp3];游泳;yóuyǒng;jàuwing;तैराकी;سباحة;плавать;সন্তরণ;泳ぐ
T-shirt;vocab-T-shirt.jpg;"<img src=""vocab-T-shirt.jpg"">";T-shirt;camiseta;camisa;tee-shirt;vocab-french-tee-shirt.mp3;[sound:vocab-french-tee-shirt.mp3];衬衫;chènshān;cânsāam;कमीज;قميص;рубашка;শার্ট;シャツ
table;vocab-table.jpg;"<img src=""vocab-table.jpg"">";table;mesa;tabela;table;vocab-french-table.mp3;[sound:vocab-french-table.mp3];桌子;zhuōzi;côekzí;टेबल;طاولة;стол;টেবিল;テーブル
take;vocab-take.jpg;"<img src=""vocab-take.jpg"">";take;recibir;receber;recevoir;vocab-french-recevoir.mp3;[sound:vocab-french-recevoir.mp3];接受;jiēshòu;zîpsau;प्राप्त करने के लिए;لاستقبال;получать;গ্রহণ করতে;受信します
tall;vocab-tall.jpg;"<img src=""vocab-tall.jpg"">";tall;alto;alto;haut;vocab-french-haut.mp3;[sound:vocab-french-haut.mp3];高的;gāo de;gōu dīk;उच्च;متوسط;высоко;উচ্চ;高い
taste;vocab-taste.jpg;"<img src=""vocab-taste.jpg"">";taste;gusto;provar;goûter;vocab-french-goûter.mp3;[sound:vocab-french-goûter.mp3];品尝;pǐncháng;bánsòeng;स्वाद;ذوق;вкус;স্বাদ;味
tea;vocab-tea.jpg;"<img src=""vocab-tea.jpg"">";tea;té;chá;thé;vocab-french-thé.mp3;[sound:vocab-french-thé.mp3];茶;chá;càa;चाय;شاي;чай;চা;お茶
teach;vocab-teach.jpg;"<img src=""vocab-teach.jpg"">";teach;enseñar;ensinar;ensinar;vocab-french-ensinar.mp3;[sound:vocab-french-ensinar.mp3];去教;qù jiào;hêoi gâau;शिक्षा देने के लिए;لتعليم;учить;শেখান;教えるために
teacher;vocab-teacher.jpg;"<img src=""vocab-teacher.jpg"">";teacher;profesor;professora;professeur;vocab-french-professeur.mp3;[sound:vocab-french-professeur.mp3];老师;lǎoshī;lǒusī;अध्यापक;معلم;учитель;শিক্ষক;先生
team;vocab-team.jpg;"<img src=""vocab-team.jpg"">";team;equipo;equipe;équipe;vocab-french-équipe.mp3;[sound:vocab-french-équipe.mp3];团队;tuánduì;tyùndéoi;टीम;فريق;команда;টীম;チーム
tear;vocab-tear.jpg;"<img src=""vocab-tear.jpg"">";tear;lágrima;rasgar;larme;vocab-french-larme.mp3;[sound:vocab-french-larme.mp3];眼泪;yǎnlèi;ngǎanleoi;आँसू;يقطع;рвать;টিয়ার;涙
technology;vocab-technology.jpg;"<img src=""vocab-technology.jpg"">";technology;tecnología;tecnologia;technologie;vocab-french-technologie.mp3;[sound:vocab-french-technologie.mp3];技术;jìshù;geiseot;प्रौद्योगिकी;تقنية;технологии;প্রযুক্তি;技術
telephone;vocab-telephone.jpg;"<img src=""vocab-telephone.jpg"">";telephone;teléfono;telefone;téléphone;vocab-french-téléphone.mp3;[sound:vocab-french-téléphone.mp3];电话;diànhuà;dinwáa;टेलीफोन;هاتف;телефон;টেলিফোন;電話
television;vocab-television.jpg;"<img src=""vocab-television.jpg"">";television;televisión;televisão;télévision;vocab-french-télévision.mp3;[sound:vocab-french-télévision.mp3];电视;diànshì;dinsi;टीवी;تلفزيون;телевидение;টেলিভিশন;テレビ
temperature;vocab-temperature.jpg;"<img src=""vocab-temperature.jpg"">";temperature;temperatura;temperatura;température;vocab-french-température.mp3;[sound:vocab-french-température.mp3];温度;wēndù;wāndou;तापमान;درجة الحرارة;температура;তাপমাত্রা;温度
ten;vocab-ten.jpg;"<img src=""vocab-ten.jpg"">";ten;diez;dez;dix;vocab-french-dix.mp3;[sound:vocab-french-dix.mp3];十;shí;sap;दस;عشرة;десять;দশ;十
theater;vocab-theater.jpg;"<img src=""vocab-theater.jpg"">";theater;teatro;teatro;théâtre;vocab-french-théâtre.mp3;[sound:vocab-french-théâtre.mp3];剧院;jùyuàn;kekjyún;थिएटर;مسرح;театр;থিয়েটার;劇場
there;vocab-there.jpg;"<img src=""vocab-there.jpg"">";there;allá;lá;là;vocab-french-là.mp3;[sound:vocab-french-là.mp3];那里;nàli;nǎalěoi;क्या आप वहां मौजूद हैं;هناك;там;সেখানে;そこ
they;vocab-they.jpg;"<img src=""vocab-they.jpg"">";they;ellos;elas;elles;vocab-french-elles.mp3;[sound:vocab-french-elles.mp3];他们;tāmen;tāamùn;वे;أنهم;oни;তারা;彼ら
thick;vocab-thick.jpg;"<img src=""vocab-thick.jpg"">";thick;grueso;grosso;épais;vocab-french-épais.mp3;[sound:vocab-french-épais.mp3];厚的;hòu de;hǎu dīk;मोटा;سميك;толстый;পুরু;厚い
thin;vocab-thin.jpg;"<img src=""vocab-thin.jpg"">";thin;delgado;fino;mince;vocab-french-mince.mp3;[sound:vocab-french-mince.mp3];薄薄的;bóbóde;bokbokdīk;पतला;نحيف;тонкий;পাতলা;薄い
think;vocab-think.jpg;"<img src=""vocab-think.jpg"">";think;pensar;acho;penser;vocab-french-penser.mp3;[sound:vocab-french-penser.mp3];思考;sīkǎo;sīháau;सोच;فكر في;считать;মনে;考えます
third;vocab-third.jpg;"<img src=""vocab-third.jpg"">";third;tercero;terceiro;troisième;vocab-french-troisième.mp3;[sound:vocab-french-troisième.mp3];第三;#ERROR!;daisāam;तीसरा;الثالث;в третьих;তৃতীয়;第三
thirteen;vocab-thirteen.jpg;"<img src=""vocab-thirteen.jpg"">";thirteen;trece;treze;treize;vocab-french-treize.mp3;[sound:vocab-french-treize.mp3];十三;shísān;sapsāam;तेरह;ثلاثة عشر;тринадцать;তের;13
thirty;vocab-thirty.jpg;"<img src=""vocab-thirty.jpg"">";thirty;treinta;trinta;trente;vocab-french-trente.mp3;[sound:vocab-french-trente.mp3];三十;sānshí;sāamsap;तीस;ثلاثون;три́дцать;ত্রিশ;30
thousand;vocab-thousand.jpg;"<img src=""vocab-thousand.jpg"">";thousand;mil;mil;mille;vocab-french-mille.mp3;[sound:vocab-french-mille.mp3];一千;yīqiān;jātcīn;हज़ार;ألف;тысяча;হাজার;千
three;vocab-three.jpg;"<img src=""vocab-three.jpg"">";three;tres;três;trois;vocab-french-trois.mp3;[sound:vocab-french-trois.mp3];三;sān;sāam;तीन;ثلاثة;три;তিন;三
throw;vocab-throw.jpg;"<img src=""vocab-throw.jpg"">";throw;lanzar;lançar;lancer;vocab-french-lancer.mp3;[sound:vocab-french-lancer.mp3];扔;rēng;wīng;फेंकना;رما;бросать;নিক্ষেপ;スロー
Thursday;vocab-Thursday.jpg;"<img src=""vocab-Thursday.jpg"">";Thursday;jueves;quinta-feira;jeudi;vocab-french-jeudi.mp3;[sound:vocab-french-jeudi.mp3];周四;zhōusì;zāusêi;गुरूवार;يوم الخميس;четверг;বৃহস্পতিবার;木曜日
ticket;vocab-ticket.jpg;"<img src=""vocab-ticket.jpg"">";ticket;boleto;bilhete;billet;vocab-french-billet.mp3;[sound:vocab-french-billet.mp3];票;piào;pîu;टिकट;تذكرة;проездной билет;টিকেট;チケット
tight;vocab-tight.jpg;"<img src=""vocab-tight.jpg"">";tight;apretado;apertado;serré;vocab-french-serré.mp3;[sound:vocab-french-serré.mp3];紧的;jǐn de;gán dīk;तंग;مشدود;обтягивающий;আঁট;タイト
time;vocab-time.jpg;"<img src=""vocab-time.jpg"">";time;tiempo;tempo;temps;vocab-french-temps.mp3;[sound:vocab-french-temps.mp3];时间;shíjiān;sìgâan;समय;وقت;время;সময়;時間
tire;vocab-tire.jpg;"<img src=""vocab-tire.jpg"">";tire;neumático;pneu;pneu;vocab-french-pneu.mp3;[sound:vocab-french-pneu.mp3];胎;tāi;tōi;टायर;إطار العجلة;шина;পাগড়ি;タイヤ
toe;vocab-toe.jpg;"<img src=""vocab-toe.jpg"">";toe;dedo del pie;dedo do pé;orteil;vocab-french-orteil.mp3;[sound:vocab-french-orteil.mp3];脚趾;jiǎozhǐ;gôekzí;पैर की अंगुली;إصبع قدم;палец;পদাঙ্গুলি;足の指
together;vocab-together.jpg;"<img src=""vocab-together.jpg"">";together;juntos;juntos;ensemble;vocab-french-ensemble.mp3;[sound:vocab-french-ensemble.mp3];一起;yīqǐ;jāthéi;साथ में;سويا;вместе;একসঙ্গে;一緒
tongue;vocab-tongue.jpg;"<img src=""vocab-tongue.jpg"">";tongue;lengua;língua;langue;vocab-french-langue.mp3;[sound:vocab-french-langue.mp3];舌头;shétou;sîttàu;जुबान;لسان;язык;জিহ্বা;舌
tool;vocab-tool.jpg;"<img src=""vocab-tool.jpg"">";tool;herramienta;ferramenta;outil;vocab-french-outil.mp3;[sound:vocab-french-outil.mp3];工具;gōngjù;gūnggeoi;साधन;أداة;инструмент;টুল;ツール
tooth;vocab-tooth.jpg;"<img src=""vocab-tooth.jpg"">";tooth;diente;dente;dent;vocab-french-dent.mp3;[sound:vocab-french-dent.mp3];齿;chǐ;cí;दांत;سن;зуб;দাঁত;歯
top;vocab-top.jpg;"<img src=""vocab-top.jpg"">";top;cima;topo;haut;vocab-french-haut.mp3;[sound:vocab-french-haut.mp3];最佳;zuìjiā;zêoigāai;ऊपर;أعلى;верх;শীর্ষ;上
touch;vocab-touch.jpg;"<img src=""vocab-touch.jpg"">";touch;tocar;toque;toucher;vocab-french-toucher.mp3;[sound:vocab-french-toucher.mp3];触摸;chùmō;zūkmó;छूना;للمس;трогать;স্পর্শ করতে;触る
town;vocab-town.jpg;"<img src=""vocab-town.jpg"">";town;pueblo;cidade;ville;vocab-french-ville.mp3;[sound:vocab-french-ville.mp3];镇;zhèn;zân;नगर;بلدة;городок;শহর;町
train station;vocab-train station.jpg;"<img src=""vocab-train station.jpg"">";train station;estación de tren;estação de trem;gare;vocab-french-gare.mp3;[sound:vocab-french-gare.mp3];火车站;huǒchēzhàn;fócēzaam;रेलवे स्टेशन;محطة القطار;железнодорожная станция;রেল ষ্টেশন;でんしゃのりば
train;vocab-train.jpg;"<img src=""vocab-train.jpg"">";train;tren;comboio;former;vocab-french-former.mp3;[sound:vocab-french-former.mp3];火车;huǒchē;fócē;रेल गाडी;قطار;тренироваться;রেলগাড়ি;列車
transportation;vocab-transportation.jpg;"<img src=""vocab-transportation.jpg"">";transportation;transporte;transporte;transport;vocab-french-transport.mp3;[sound:vocab-french-transport.mp3];运输;yùnshū;wansyū;ट्रांसपोर्ट;المواصلات;транспорт;পরিবহন;輸送
tree;vocab-tree.jpg;"<img src=""vocab-tree.jpg"">";tree;árbol;árvore;arbre;vocab-french-arbre.mp3;[sound:vocab-french-arbre.mp3];树;shù;syu;पेड़;شجرة;дерево;গাছ;木
truck;vocab-truck.jpg;"<img src=""vocab-truck.jpg"">";truck;camión;caminhão;camion;vocab-french-camion.mp3;[sound:vocab-french-camion.mp3];卡车;kǎchē;kāacē;ट्रक;شاحنة نقل;грузовая машина;ট্রাক;トラック
Tuesday;vocab-Tuesday.jpg;"<img src=""vocab-Tuesday.jpg"">";Tuesday;martes;terça-feira;mardi;vocab-french-mardi.mp3;[sound:vocab-french-mardi.mp3];周二;zhōuèr;zāuji;मंगलवार;يوم الثلاثاء;вторник;মঙ্গলবার;火曜日
turn;vocab-turn.jpg;"<img src=""vocab-turn.jpg"">";turn;girar;virar;tourner;vocab-french-tourner.mp3;[sound:vocab-french-tourner.mp3];NA;na;NA;मोड़;منعطف أو دور;повернуть;চালু;順番
twelve;vocab-twelve.jpg;"<img src=""vocab-twelve.jpg"">";twelve;doce;doze;douze;vocab-french-douze.mp3;[sound:vocab-french-douze.mp3];十二;shíèr;sapji;बारह;اثني عشر;двенадцать;বার;12
twenty-one;vocab-twenty-one.jpg;"<img src=""vocab-twenty-one.jpg"">";twenty-one;veintiuno;vinte e um;vingt-et-un;vocab-french-vingt-et-un.mp3;[sound:vocab-french-vingt-et-un.mp3];二十一;èrshíyī;jisapjāt;इक्कीस;واحد وعشرين;двадцать один;একুশ;21
